,forward,datetime,month,strike,mid,close,strike_rev,ric_call,ric_put,ric_call_rev,ric_put_rev,delivery_date,T,r,c,p,p_rev,c_rev,q,iv_call,iv_put,iv_call_ref,iv_put_ref,diff - call,diff - put
96,7,3/5/2022,5,21000,20992.46,21101.89,20800,HSI21000L2.HF,HSI21000X2.HF,HSI20800L2.HF,HSI20800X2.HF,30/12/2022,0.660273973,0.013689126,1501,1861,1768,1600,0.047677534,0.251104112,0.250636317,0.25232122,0.25153878,0.001217108,0.000902463
97,7,4/5/2022,5,21000,20928.7875,20869.52,20800,HSI21000L2.HF,HSI21000X2.HF,HSI20800L2.HF,HSI20800X2.HF,30/12/2022,0.657534247,0.013828704,1359,1968,1868,1455,0.049603477,0.248595425,0.24842769,0.25232122,0.25153878,0.003725795,0.00311109
98,7,5/5/2022,5,21000,21004.5925,20793.4,21200,HSI21000L2.HF,HSI21000X2.HF,HSI21200L2.HF,HSI21200X2.HF,30/12/2022,0.654794521,0.014373953,1297,1992,2105,1208,0.051314581,0.246019258,0.245720083,0.25232122,0.2437182,0.006301962,0.002001883
99,7,6/5/2022,5,20200,20145.6925,20001.96,20000,HSI20200L2.HF,HSI20200X2.HF,HSI20000L2.HF,HSI20000X2.HF,30/12/2022,0.652054795,0.014675934,1352,1999,1894,1450,0.049785116,0.261379428,0.261773037,0.25777021,0.25657904,0.003609218,0.005193997
100,7,10/5/2022,5,19400,19467.9725,19633.69,19600,HSI19400L2.HF,HSI19400X2.HF,HSI19600L2.HF,HSI19600X2.HF,30/12/2022,0.64109589,0.015471461,1564,1812,1920,1458,0.055076026,0.277679674,0.27635842,0.27378059,0.28115448,0.003899084,0.00479606
101,7,11/5/2022,5,19800,19723.4725,19824.57,19600,HSI19800L2.HF,HSI19800X2.HF,HSI19600L2.HF,HSI19600X2.HF,30/12/2022,0.638356164,0.015923902,1490,1866,1767,1560,0.049392224,0.271844695,0.269477204,0.27246375,0.27078717,0.000619055,0.001309966
102,7,12/5/2022,5,19600,19502.8475,19380.34,19400,HSI19600L2.HF,HSI19600X2.HF,HSI19400L2.HF,HSI19400X2.HF,30/12/2022,0.635616438,0.016507362,1344,2048,1941,1438,0.056813668,0.276593008,0.276853069,0.2745766,0.27619405,0.002016408,0.000659019
103,7,13/5/2022,5,19800,19762.115,19898.77,19600,HSI19800L2.HF,HSI19800X2.HF,HSI19600L2.HF,HSI19600X2.HF,30/12/2022,0.632876712,0.017323336,1478,1831,1732,1579,0.05383682,0.268059925,0.2682386,0.27205321,0.27078717,0.003993285,0.00254857
104,7,16/5/2022,5,20000,20004.98,19950.21,20200,HSI20000L2.HF,HSI20000X2.HF,HSI20200L2.HF,HSI20200X2.HF,30/12/2022,0.624657534,0.018269541,1443,1871,1953,1349,0.048413063,0.266869162,0.268648995,0.2713647,0.2692257,0.004495538,0.000576705
105,7,17/5/2022,5,20400,20397.945,20602.52,20200,HSI20400L2.HF,HSI20400X2.HF,HSI20200L2.HF,HSI20200X2.HF,30/12/2022,0.621917808,0.018963865,1537,1721,1636,1643,0.049857999,0.258463878,0.257933472,0.26849582,0.2594113,0.010031942,0.001477828
106,7,18/5/2022,5,20600,20605.0125,20644.28,20800,HSI20600L2.HF,HSI20600X2.HF,HSI20800L2.HF,HSI20800X2.HF,30/12/2022,0.619178082,0.019186586,1407,1828,1933,1320,0.056177237,0.254585994,0.255036355,0.25699586,0.25346938,0.002409866,0.001566975
107,7,19/5/2022,5,20200,20117.6125,20120.68,20000,HSI20200L2.HF,HSI20200X2.HF,HSI20000L2.HF,HSI20000X2.HF,30/12/2022,0.616438356,0.01920373,1387,1882,1793,1492,0.053706094,0.263375438,0.263076344,0.26630981,0.25948055,0.002934372,0.003595794
108,7,20/5/2022,5,20600,20597.75,20717.24,20400,HSI20600L2.HF,HSI20600X2.HF,HSI20400L2.HF,HSI20400X2.HF,30/12/2022,0.61369863,0.019172405,1457,1792,1693,1567,0.054993817,0.256537959,0.257443736,0.25759888,0.25957862,0.001060921,0.002134884
109,7,23/5/2022,5,20600,20506.255,20470.06,20400,HSI20600L2.HF,HSI20600X2.HF,HSI20400L2.HF,HSI20400X2.HF,30/12/2022,0.605479452,0.019150519,1360,1863,1764,1441,0.050745995,0.257256245,0.255819654,0.25991007,0.25390778,0.002653825,0.001911874
110,7,24/5/2022,5,20200,20257.87,20112.1,20400,HSI20200L2.HF,HSI20200X2.HF,HSI20400L2.HF,HSI20400X2.HF,30/12/2022,0.602739726,0.01915564,1384,1830,1937,1292,0.049452361,0.261667569,0.261560397,0.25941563,0.25590356,0.002251939,0.005656837
111,7,25/5/2022,5,20200,20181.3875,20171.27,20000,HSI20200L2.HF,HSI20200X2.HF,HSI20000L2.HF,HSI20000X2.HF,30/12/2022,0.6,0.019004515,1372,1810,1705,1496,0.052259313,0.258241224,0.260828226,0.26380166,0.25590356,0.005560436,0.004924666
112,7,26/5/2022,5,20200,20137.85,20116.2,20000,HSI20200L2.HF,HSI20200X2.HF,HSI20000L2.HF,HSI20000X2.HF,30/12/2022,0.597260274,0.018960826,1320,1815,1705,1433,0.052934907,0.255092696,0.257193817,0.26380166,0.25590356,0.008708964,0.001290257
113,7,27/5/2022,5,20600,20654.33,20697.36,20800,HSI20600L2.HF,HSI20600X2.HF,HSI20800L2.HF,HSI20800X2.HF,30/12/2022,0.594520548,0.018959134,1442,1635,1741,1350,0.042913522,0.246788775,0.246769286,0.24836121,0.25760475,0.001572435,0.010835464
114,7,30/5/2022,5,21000,21027.8825,21123.93,21200,HSI21000L2.HF,HSI21000X2.HF,HSI21200L2.HF,HSI21200X2.HF,30/12/2022,0.58630137,0.018987999,1431,1625,1714,1350,0.043880791,0.240885301,0.243095985,0.24605893,0.24214521,0.005173629,0.000950775
115,7,31/5/2022,5,21200,21241.6325,21415.2,21400,HSI21200L2.HF,HSI21200X2.HF,HSI21400L2.HF,HSI21400X2.HF,30/12/2022,0.583561644,0.019007348,1561,1529,1622,1452,0.033872662,0.242129786,0.241799447,0.2434316,0,0.001301814,
116,9,1/6/2022,6,21400,21317.18,21294.94,21200,HSI21400C3.HF,HSI21400O3.HF,HSI21200C3.HF,HSI21200O3.HF,31/3/2023,0.830136986,0.012216335,1564,1983,1847,1685,0.028643411,0.230051552,0.233953497,0,0,,
117,9,2/6/2022,6,21000,21034.7775,21082.13,21200,HSI21000C3.HF,HSI21000O3.HF,HSI21200C3.HF,HSI21200O3.HF,31/3/2023,0.82739726,0.012089071,1656,1860,1944,1578,0.027667941,0.233087645,0.235499537,0,0,,
118,9,6/6/2022,6,21400,21414.6,21653.9,21600,HSI21400C3.HF,HSI21400O3.HF,HSI21600C3.HF,HSI21600O3.HF,31/3/2023,0.816438356,0.011971103,1779,1741,1831,1673,0.024163975,0.230522293,0.230657395,0,0,,
119,9,7/6/2022,6,21600,21562.05,21531.67,21400,HSI21600C3.HF,HSI21600O3.HF,HSI21400C3.HF,HSI21400O3.HF,31/3/2023,0.81369863,0.011971894,1571,1925,1828,1672,0.028588371,0.228635993,0.228631953,0,0,,
120,9,8/6/2022,6,22000,21900.5225,22014.59,21800,HSI22000C3.HF,HSI22000O3.HF,HSI21800C3.HF,HSI21800O3.HF,31/3/2023,0.810958904,0.011737983,1648,1923,1796,1741,0.027588714,0.228759095,0.230175616,0.23635622,0.23013727,0.007597125,3.83461E-05
121,9,9/6/2022,6,22000,21967.835,21869.05,21800,HSI22000C3.HF,HSI22000O3.HF,HSI21800C3.HF,HSI21800O3.HF,31/3/2023,0.808219178,0.011593493,1583,1932,1848,1683,0.0245877,0.226800797,0.225881303,0.23635622,0.23013727,0.009555423,0.004255967
122,9,10/6/2022,6,21600,21687.9,21806.18,21800,HSI21600C3.HF,HSI21600O3.HF,HSI21800C3.HF,HSI21800O3.HF,31/3/2023,0.805479452,0.011312218,1772,1781,1863,1673,0.02313027,0.231667866,0.232795023,0,0,,
123,9,13/6/2022,6,21200,21136.005,21067.58,21000,HSI21200C3.HF,HSI21200O3.HF,HSI21000C3.HF,HSI21000O3.HF,31/3/2023,0.797260274,0.011589978,1600,2007,1873,1701,0.02715233,0.241613741,0.244121437,0,0,,
124,9,14/6/2022,6,21000,20936.045,21067.99,20800,HSI21000C3.HF,HSI21000O3.HF,HSI20800C3.HF,HSI20800O3.HF,31/3/2023,0.794520548,0.013429812,1717,1860,1748,1846,0.024876852,0.241694586,0.244638219,0,0,,
125,10,3/5/2022,5,21000,20992.46,21101.89,20800,HSI21000C3.HF,HSI21000O3.HF,HSI20800C3.HF,HSI20800O3.HF,31/3/2023,0.909589041,0.007660699,1754,2050,1952,1857,0.028634534,0.24141364,0.24156654,0.24741786,0.23954273,0.00600422,0.00202381
126,10,4/5/2022,5,21000,20928.7875,20869.52,20800,HSI21000C3.HF,HSI21000O3.HF,HSI20800C3.HF,HSI20800O3.HF,31/3/2023,0.906849315,0.007801821,1622,2156,2051,1720,0.029416779,0.240399654,0.240685271,0.24741786,0.23954273,0.007018206,0.001142541
127,10,5/5/2022,5,21000,21004.5925,20793.4,21200,HSI21000C3.HF,HSI21000O3.HF,HSI21200C3.HF,HSI21200O3.HF,31/3/2023,0.904109589,0.008588727,1512,2207,2316,1423,0.035160814,0.237063888,0.237093551,0.24741786,0.23954273,0.010353972,0.002449179
128,10,6/5/2022,5,20200,20145.6925,20001.96,20000,HSI20200C3.HF,HSI20200O3.HF,HSI20000C3.HF,HSI20000O3.HF,31/3/2023,0.901369863,0.009088228,1569,2215,2112,1667,0.034443325,0.251572483,0.251751668,0,0.23563457,,0.016117098
129,10,10/5/2022,5,19400,19467.9725,19633.69,19600,HSI19400C3.HF,HSI19400O3.HF,HSI19600C3.HF,HSI19600O3.HF,31/3/2023,0.890410959,0.010051732,1793,2040,2140,1677,0.038546678,0.267509229,0.266260695,0,0,,
130,10,11/5/2022,5,19800,19723.4725,19824.57,19600,HSI19800C3.HF,HSI19800O3.HF,HSI19600C3.HF,HSI19600O3.HF,31/3/2023,0.887671233,0.010533436,1717,2081,1983,1817,0.033035699,0.259873876,0.259864285,0,0,,
131,10,12/5/2022,5,19600,19502.8475,19380.34,19400,HSI19600C3.HF,HSI19600O3.HF,HSI19400C3.HF,HSI19400O3.HF,31/3/2023,0.884931507,0.011133679,1567,2253,2150,1662,0.039064637,0.264902824,0.264900036,0,0,,
132,10,13/5/2022,5,19800,19762.115,19898.77,19600,HSI19800C3.HF,HSI19800O3.HF,HSI19600C3.HF,HSI19600O3.HF,31/3/2023,0.882191781,0.011982068,1716,2046,1951,1816,0.036963524,0.25851141,0.258310431,0,0,,
133,10,16/5/2022,5,20000,20004.98,19950.21,20200,HSI20000C3.HF,HSI20000O3.HF,HSI20200C3.HF,HSI20200O3.HF,31/3/2023,0.873972603,0.013108188,1682,2046,2149,1585,0.031584006,0.255037018,0.254879506,0,0,,
134,10,17/5/2022,5,20400,20397.945,20602.52,20200,HSI20400C3.HF,HSI20400O3.HF,HSI20200C3.HF,HSI20200O3.HF,31/3/2023,0.871232877,0.013896542,1806,1920,1827,1911,0.031734149,0.249413307,0.249440681,0,0,,
135,10,18/5/2022,5,20600,20605.0125,20644.28,20800,HSI20600C3.HF,HSI20600O3.HF,HSI20800C3.HF,HSI20800O3.HF,31/3/2023,0.868493151,0.014038192,1658,2033,2139,1559,0.03813987,0.246178693,0.245678486,0,0,,
136,10,19/5/2022,5,20200,20117.6125,20120.68,20000,HSI20200C3.HF,HSI20200O3.HF,HSI20000C3.HF,HSI20000O3.HF,31/3/2023,0.865753425,0.013972963,1636,2091,1991,1737,0.035966589,0.25371926,0.253954449,0,0,,
137,10,20/5/2022,5,20600,20597.75,20717.24,20400,HSI20600C3.HF,HSI20600O3.HF,HSI20400C3.HF,HSI20400O3.HF,31/3/2023,0.863013699,0.013913661,1711,1985,1890,1813,0.036211644,0.246772504,0.246731266,0,0,,
138,10,23/5/2022,5,20600,20506.255,20470.06,20400,HSI20600C3.HF,HSI20600O3.HF,HSI20400C3.HF,HSI20400O3.HF,31/3/2023,0.854794521,0.013822849,1602,2066,1966,1701,0.033352793,0.246290793,0.246382734,0,0,,
139,10,24/5/2022,5,20200,20257.87,20112.1,20400,HSI20200C3.HF,HSI20200O3.HF,HSI20400C3.HF,HSI20400O3.HF,31/3/2023,0.852054795,0.013809444,1624,2034,2137,1528,0.03308562,0.250976466,0.250883419,0.25272685,0,0.001750384,
140,10,25/5/2022,5,20200,20181.3875,20171.27,20000,HSI20200C3.HF,HSI20200O3.HF,HSI20000C3.HF,HSI20000O3.HF,31/3/2023,0.849315068,0.013667942,1617,2008,1904,1722,0.034937646,0.248567767,0.249353373,0.25272685,0,0.004159083,
141,10,26/5/2022,5,20200,20137.85,20116.2,20000,HSI20200C3.HF,HSI20200O3.HF,HSI20000C3.HF,HSI20000O3.HF,31/3/2023,0.846575342,0.013615501,1579,2015,1915,1677,0.034773294,0.247237872,0.247258243,0.25272685,0,0.005488978,
142,10,27/5/2022,5,20600,20654.33,20697.36,20800,HSI20600C3.HF,HSI20600O3.HF,HSI20800C3.HF,HSI20800O3.HF,31/3/2023,0.843835616,0.013620663,1699,1856,1955,1595,0.028534956,0.239619998,0.239262076,0,0,,
143,10,30/5/2022,5,21000,21027.8825,21123.93,21200,HSI21000C3.HF,HSI21000O3.HF,HSI21200C3.HF,HSI21200O3.HF,31/3/2023,0.835616438,0.013633389,1704,1834,1929,1594,0.028402456,0.234977922,0.23449354,0,0,,
144,10,31/5/2022,5,21200,21241.6325,21415.2,21400,HSI21200C3.HF,HSI21200O3.HF,HSI21400C3.HF,HSI21400O3.HF,31/3/2023,0.832876712,0.013667075,1748,1805,1846,1646,0.027493075,0.23159105,0.235198072,0,0,,
145,12,1/6/2022,6,21400,21317.18,21294.94,21200,HSI21400F3.HF,HSI21400R3.HF,HSI21200F3.HF,HSI21200R3.HF,30/6/2023,1.079452055,0.015561016,1685,2236,2135,1785,0.035483718,0.226720685,0.226975621,0,0,,
146,12,2/6/2022,6,21000,21034.7775,21082.13,21200,HSI21000F3.HF,HSI21000R3.HF,HSI21200F3.HF,HSI21200R3.HF,30/6/2023,1.076712329,0.015491415,1809,2103,2203,1708,0.032531173,0.23070019,0.230444096,0,0,,
147,12,6/6/2022,6,21400,21414.6,21653.9,21600,HSI21400F3.HF,HSI21400R3.HF,HSI21600F3.HF,HSI21600R3.HF,30/6/2023,1.065753425,0.015419373,1900,1962,2056,1792,0.029371487,0.223694665,0.223388787,0,0,,
148,12,7/6/2022,6,21600,21562.05,21531.67,21400,HSI21600F3.HF,HSI21600R3.HF,HSI21400F3.HF,HSI21400R3.HF,30/6/2023,1.063013699,0.015372966,1682,2180,2080,1784,0.034582195,0.222701348,0.223008364,0,0,,
149,12,8/6/2022,6,22000,21900.5225,22014.59,21800,HSI22000F3.HF,HSI22000R3.HF,HSI21800F3.HF,HSI21800R3.HF,30/6/2023,1.060273973,0.015189562,1759,2178,2079,1860,0.034177234,0.223112635,0.223295892,0,0,,
150,12,9/6/2022,6,22000,21967.835,21869.05,21800,HSI22000F3.HF,HSI22000R3.HF,HSI21800F3.HF,HSI21800R3.HF,30/6/2023,1.057534247,0.015146656,1747,2210,2108,1846,0.029849356,0.224555297,0.224795655,0,0,,
151,12,10/6/2022,6,21600,21687.9,21806.18,21800,HSI21600F3.HF,HSI21600R3.HF,HSI21800F3.HF,HSI21800R3.HF,30/6/2023,1.054794521,0.01513037,1904,2046,2144,1802,0.030562126,0.228036484,0.227852752,0,0,,
152,12,13/6/2022,6,21200,21136.005,21067.58,21000,HSI21200F3.HF,HSI21200R3.HF,HSI21000F3.HF,HSI21000R3.HF,30/6/2023,1.046575342,0.015388663,1724,2288,2186,1819,0.035585268,0.237923464,0.237935251,0,0,,
153,12,14/6/2022,6,21000,20936.045,21067.99,20800,HSI21000F3.HF,HSI21000R3.HF,HSI20800F3.HF,HSI20800R3.HF,30/6/2023,1.043835616,0.016373541,1885,2104,2008,1989,0.029607847,0.238553241,0.238757397,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,delivery date,mine,refinitiv,,,,,,,,,,,,,,,,,,,,,,
,29/7/2022,0.107671409,0.090279365,,,,,,,,,,,,,,,,,,,,,,
,31/8/2022,0.076283696,0.068172535,,,,,,,,,,,,,,,,,,,,,,
,30/9/2022,0.071293844,0.062636714,,,,,,,,,,,,,,,,,,,,,,
,30/12/2022,0.044503389,0.039931999,,,,,,,,,,,,,,,,,,,,,,
,31/3/2023,0.024876852,0.027342756,,,,,,,,,,,,,,,,,,,,,,
,30/6/2023,0.029607847,0.036621183,,,,,,,,,,,,,,,,,,,,,,
